"","logFC","logCPM","F","PValue","FDR","neglogFC","DE","top30"
"DCDC2B",-0.207423307279347,2.34461037451259,2.25013939831162,0.142562323587475,0.227736797805801,0.207423307279347,"No",NA
"MDH1",0.175882982433899,7.72575040215145,2.25517219932201,0.142581686589814,0.227736797805801,-0.175882982433899,"No",NA
"TBC1D8",-0.314798064266901,4.83924034832922,2.25538932817436,0.142585523343908,0.227736797805801,0.314798064266901,"No",NA
"AHCYL1",-0.158900784264711,7.46327276646188,2.25482367195081,0.142611594616667,0.227758593911668,0.158900784264711,"No",NA
"LSG1",-0.207980471545505,5.32768725322015,2.25470126666306,0.142631844413207,0.227771089810827,0.207980471545505,"No",NA
"CETN3",-0.170665266099399,3.7019202499338,2.25588959341776,0.142663132482641,0.227801209193319,0.170665266099399,"No",NA
"MAFK",-0.287070148999122,5.26514718100443,2.25268843768468,0.142805754937909,0.228007870847791,0.287070148999122,"No",NA
"PSMA5",-0.131469492817148,5.92907918275677,2.25246298900437,0.142817433477407,0.228007870847791,0.131469492817148,"No",NA
"GARRE1",-0.355630953208604,4.91538137682191,2.25207439620372,0.142867434068367,0.228067833659081,0.355630953208604,"No",NA
"WDFY3",-0.209010522133912,6.58043138562943,2.25095339538825,0.142944622874297,0.228154707100553,0.209010522133912,"No",NA
"ZFAND2A-DT",-0.194805840441079,2.83350462450798,2.25366252269524,0.14294674655228,0.228154707100553,0.194805840441079,"No",NA
"ZC3H12B",-0.31678101415557,2.49502448261676,2.24903295059531,0.142974590185914,0.228179280227929,0.31678101415557,"No",NA
"ELOF1",0.148337269752122,4.76871015102676,2.25019611929756,0.143033327953524,0.228246547664879,-0.148337269752122,"No",NA
"ZNF658",-0.206823541194079,3.00121606237443,2.2529234392652,0.143043894418446,0.228246547664879,0.206823541194079,"No",NA
"LIMS4",0.247575917306529,3.06905440446888,2.25277945385526,0.143054093400349,0.228246547664879,-0.247575917306529,"No",NA
"LPCAT2",-0.385212764562875,4.72496900828245,2.24974599217667,0.14307551461124,0.228260857992919,0.385212764562875,"No",NA
"EIF1AY",-0.997975903068222,3.51942390743135,2.25132693878233,0.143107453655253,0.228291944387298,0.997975903068222,"No",NA
"LOC107986876",-0.162355384450288,2.6305107073947,2.24944603351692,0.143165487861409,0.228364650016315,0.162355384450288,"No",NA
"ANO2",-0.522853813115861,1.64475963288898,2.19938463127715,0.143211165464644,0.228412155017163,0.522853813115861,"No",NA
"NEK1",-0.266832016766709,4.15104083824226,2.24847409260571,0.14322816281688,0.228412155017163,0.266832016766709,"No",NA
"LOC105372435",0.16165761007047,2.31952776041019,2.24163310434629,0.143236466913395,0.228412155017163,-0.16165761007047,"No",NA
"B4GALT4-AS1",-0.185246327542845,1.82671392376429,2.21441534030513,0.143245111236556,0.228412155017163,0.185246327542845,"No",NA
"EPN1",0.190377815826431,7.06656740131834,2.24675584430797,0.143305257521782,0.228488186103487,-0.190377815826431,"No",NA
"LINC00649",-0.372492426735575,1.41744940463533,2.18306475253068,0.143384431287108,0.228594539043657,0.372492426735575,"No",NA
"LOC107985216",0.345317722541557,3.43430744006139,2.24712043199631,0.143477999673566,0.228723820507535,-0.345317722541557,"No",NA
"HACD2",-0.259332243611098,5.52459466561878,2.24461893394619,0.143496692064414,0.228733727150676,0.259332243611098,"No",NA
"SH3PXD2A",-0.30095830724698,5.31249743765097,2.24248241149609,0.143684372033547,0.229012974849747,0.30095830724698,"No",NA
"ACSBG1",-0.129428814726713,4.17992613929663,2.24197232565096,0.143784443084987,0.229152549660137,0.129428814726713,"No",NA
"RASA4CP",-0.22016399818175,3.03007127192236,2.24373675219264,0.14383505703706,0.229213286146774,0.22016399818175,"No",NA
"FBXL16",-0.442768301106958,3.03864568525955,2.2430271680603,0.143881975175053,0.229268122994949,0.442768301106958,"No",NA
"LOC107987299",-0.414382488843934,1.58723002755301,2.18789340215325,0.14389870922828,0.229274857789101,0.414382488843934,"No",NA
"IPCEF1",-0.359579123540078,3.39276686907421,2.24199684375081,0.143930683482814,0.22930587162554,0.359579123540078,"No",NA
"ZNF215",-0.256011953293165,1.98316355769833,2.21680883059923,0.143960656985457,0.229318227898399,0.256011953293165,"No",NA
"C1QTNF5",-0.278652813930169,3.33043687073337,2.24150434200361,0.143986854756067,0.229318227898399,0.278652813930169,"No",NA
"MFRP",-0.278652813930169,3.33043687073337,2.24150434200361,0.143986854756067,0.229318227898399,0.278652813930169,"No",NA
"ADD3-AS1",-0.243992222137201,1.85769989896752,2.20808992406551,0.14398847870332,0.229318227898399,0.243992222137201,"No",NA
"LOC107985720",-0.240035044706091,1.54347536106378,2.18215924182741,0.144163049964858,0.22957630691563,0.240035044706091,"No",NA
"LOC105373255",-0.363282368051741,1.64105086927986,2.18887118658412,0.144192671267002,0.229603531705647,0.363282368051741,"No",NA
"KIF6",-0.331159954729883,2.11371958585216,2.22058991363274,0.144254403942601,0.229681879498986,0.331159954729883,"No",NA
"FBXL14",-0.26518930807208,3.69143850297625,2.23657651430617,0.144332238095816,0.229785848231231,0.26518930807208,"No",NA
"GJB1",0.332777721231044,6.16793951312116,2.23329956423222,0.144473021916979,0.229990009966144,-0.332777721231044,"No",NA
"ABTB2",-0.26539826342178,4.50190648659306,2.23287190405482,0.144547267578031,0.230068962772218,0.26539826342178,"No",NA
"EDNRA",-0.375188872721395,3.81409466545441,2.23384307777783,0.144547719395976,0.230068962772218,0.375188872721395,"No",NA
"SLC5A10",0.388266216811215,6.64154904323624,2.23142091934552,0.144635202428896,0.230188218069464,-0.388266216811215,"No",NA
"TTC38",0.304578711978045,7.56528162442168,2.23058058937813,0.144707669333574,0.230283556433175,-0.304578711978045,"No",NA
"HDLBP-AS1",-0.33602126452523,2.53539569714472,2.22919859635046,0.144759304369088,0.230345729894944,0.33602126452523,"No",NA
"PBXIP1",-0.169400337450566,7.14635975133797,2.22917506830773,0.144830371787345,0.230438811321398,0.169400337450566,"No",NA
"SLC17A7",-0.45507895156619,1.60384903912747,2.17748853050812,0.144937213815465,0.230588792436321,0.45507895156619,"No",NA
"ARL6IP1",-0.149897989815494,7.14681305764885,2.2270497649205,0.145016028300465,0.230694160789363,0.149897989815494,"No",NA
"AGBL5",0.103739049388505,5.73859056866982,2.22636092353621,0.145081185900777,0.230758618964144,-0.103739049388505,"No",NA
"MRPS5",0.100904649891224,5.57552970789612,2.22637150989284,0.145081724050066,0.230758618964144,-0.100904649891224,"No",NA
"RUSC2",-0.174979959007198,5.80715764426084,2.22610283180711,0.145103284414256,0.230772887957464,0.174979959007198,"No",NA
"RIPOR3",-0.464929687591186,6.54084132109006,2.22537828838018,0.145163639437547,0.230829235088197,0.464929687591186,"No",NA
"LOC105373422",-0.256695400966455,1.88037063788284,2.19633855296944,0.145173959677337,0.230829235088197,0.256695400966455,"No",NA
"LOC105370575",0.508767436162646,1.49746285157348,2.16779709097621,0.145176490716918,0.230829235088197,-0.508767436162646,"No",NA
"THAP8",0.144969080888289,3.02212090550112,2.22811939526962,0.145194282745311,0.230837501908439,-0.144969080888289,"No",NA
"MIR568",-0.283612495521806,1.60787134031853,2.17329721365367,0.145395837757314,0.231137898007919,0.283612495521806,"No",NA
"GAK",-0.102928433221757,6.82413278470089,2.22141587596128,0.145510150669511,0.231295618415258,0.102928433221757,"No",NA
"PEX12",-0.129351735643161,3.73369385968997,2.22283961524541,0.145520286246422,0.231295618415258,0.129351735643161,"No",NA
"LINC02256",0.229549637615243,1.55549943757813,2.16767885614718,0.145567022671661,0.231349843297574,-0.229549637615243,"No",NA
"DVL2",-0.178710444657072,4.91423031984054,2.21950660479612,0.145696288397733,0.231535211323696,0.178710444657072,"No",NA
"ASRGL1",0.373973777424737,6.08408106801106,2.21893770723547,0.145730120875269,0.231568901331879,-0.373973777424737,"No",NA
"SERINC5",-0.343101051466576,4.38535905396732,2.21927865710676,0.145745919594943,0.231573931879596,0.343101051466576,"No",NA
"UBAP2",-0.213329967433431,4.8588711845809,2.21658097207116,0.145955654871032,0.231887078301342,0.213329967433431,"No",NA
"TNS3",-0.223452806175097,7.82504940885991,2.21428306647682,0.146137059927675,0.232155164705279,0.223452806175097,"No",NA
"FOXO3B",-0.420338892294555,2.69917794877285,2.21510059657573,0.146180068743181,0.232184280255182,0.420338892294555,"No",NA
"MIR4680",-0.220710823055721,1.7893878244359,2.17872905730732,0.146180720005731,0.232184280255182,0.220710823055721,"No",NA
"FAM20C",0.322431847683981,7.2161054563208,2.21336887607444,0.146217825390945,0.232219155094894,-0.322431847683981,"No",NA
"STRA6",0.644166705853599,5.59720172172738,2.21333635539131,0.146228013052226,0.232219155094894,-0.644166705853599,"No",NA
"TCP11L2",-0.427290746753046,3.34644103010288,2.21487479421664,0.146308930035895,0.232327529148301,0.427290746753046,"No",NA
"PARGP1",-0.304573844086398,1.82285975442975,2.1789404880507,0.146355252888549,0.232380956318753,0.304573844086398,"No",NA
"CHST5",-0.273141847429607,1.50799151924815,2.15506398424742,0.146409541788927,0.232447021525448,0.273141847429607,"No",NA
"ZWINT",-0.159719725112168,3.08072819848362,2.21243147837869,0.14656983639821,0.232681360614497,0.159719725112168,"No",NA
"COA4",0.187855600331244,5.49401200652039,2.2093121379197,0.146583767450057,0.232683325348718,-0.187855600331244,"No",NA
"LOC100996842",0.132782281820249,3.45799027129339,2.21113092432086,0.146613209368905,0.23270990916455,-0.132782281820249,"No",NA
"USP22",-0.148896230578924,7.5922125660835,2.20852260345543,0.146646283215328,0.232742252607807,0.148896230578924,"No",NA
"ZNF622",-0.117358399068377,4.19694857329806,2.20832532096863,0.14672789992735,0.232851626142175,0.117358399068377,"No",NA
"MYLK-AS1",-0.341748717243635,2.72548558847371,2.20751777011902,0.146889433719661,0.233087795145005,0.341748717243635,"No",NA
"POFUT2",-0.195065019789752,5.49888745964428,2.20497931525339,0.146967892068169,0.233174829911289,0.195065019789752,"No",NA
"TMEM54",-0.270592129735379,3.98836258970426,2.2059189793711,0.146969722589877,0.233174829911289,0.270592129735379,"No",NA
"SEMA6A-AS1",-0.252783237934074,1.77565046550624,2.16794850117523,0.147059149164952,0.23329651781417,0.252783237934074,"No",NA
"IMMP2L",0.118440015343616,4.38767112684323,2.20422654394573,0.147073689452238,0.2332993943708,-0.118440015343616,"No",NA
"ALG11",-0.275726045239187,4.49674022407931,2.20309635331743,0.147167524235293,0.233428042464061,0.275726045239187,"No",NA
"ZC3H8",-0.189403159885596,3.77484626908868,2.20391548950836,0.147183112132664,0.233432568654081,0.189403159885596,"No",NA
"PKLR",0.46798263182558,6.26400312023763,2.2018645571383,0.147238967210149,0.233500952325395,-0.46798263182558,"No",NA
"DSEL",-0.383280798808009,4.65492536546729,2.20177365689429,0.147276742225288,0.233540654129045,0.383280798808009,"No",NA
"WDR74",-0.105957307972778,4.19259831488399,2.19908905609277,0.147549179121695,0.233952426475201,0.105957307972778,"No",NA
"DDB1",-0.113104361393997,7.61467397466709,2.1981472671056,0.147568678320341,0.233963106927018,0.113104361393997,"No",NA
"TMEM120B",-0.168353521796341,5.33439904383411,2.19809985461416,0.147582484310822,0.233964760001875,0.168353521796341,"No",NA
"ALDOA",0.189764208671133,8.21129250495338,2.19776034995714,0.147602650288652,0.233976494503743,-0.189764208671133,"No",NA
"GALE",0.181950544738376,5.4572922363043,2.19618609311841,0.14775164453501,0.234181674449226,-0.181950544738376,"No",NA
"CCDC183",0.228124961441489,3.30959181671627,2.19862746268083,0.147757637154533,0.234181674449226,-0.228124961441489,"No",NA
"MAST3",-0.196681960970813,5.59189564733514,2.1957501153576,0.147789139003238,0.234211351868968,0.196681960970813,"No",NA
"PLXDC1",-0.452772945246928,4.2873134177631,2.19613487771191,0.147807762809402,0.23422061722503,0.452772945246928,"No",NA
"VAC14",-0.098855863342677,5.78996597395594,2.19474400237053,0.147877332423454,0.234310604257441,0.098855863342677,"No",NA
"DOT1L",-0.190224711686364,6.02896172730918,2.19425090618455,0.147919829957437,0.2343576839196,0.190224711686364,"No",NA
"LOC101928658",0.48813208048307,2.12466005677571,2.17901241090612,0.147939318943298,0.234368304861257,-0.48813208048307,"No",NA
"SNHG21",-0.152630137236718,2.16032451903136,2.18159689874316,0.147985545047306,0.234421277762026,0.152630137236718,"No",NA
"MRTO4",-0.0936258130690652,4.32621150318008,2.19373025536221,0.148014936811121,0.234447576832684,0.0936258130690652,"No",NA
"RPS10P7",-0.241789458312649,1.66980964357558,2.14918724280155,0.148053754276235,0.234488799865013,0.241789458312649,"No",NA
"LOC112267872",-0.212813372084571,2.75786950189886,2.19345232195528,0.148183553513315,0.234655475532431,0.212813372084571,"No",NA
"LOC105376794",-0.315675002145877,5.72051134131297,2.1913211729942,0.148184593571732,0.234655475532431,0.315675002145877,"No",NA
"DGAT1",0.139708972435312,5.38983574068092,2.19064005762146,0.148249033002206,0.234737239696246,-0.139708972435312,"No",NA
"TYMSOS",0.341081826521972,2.33779765723069,2.1834761871073,0.14838121341724,0.234926241419195,-0.341081826521972,"No",NA
"MIR6800",0.209376818072345,1.70345041232208,2.14676608665026,0.148528065066265,0.235134782226069,-0.209376818072345,"No",NA
"WASH5P",-0.345240415258604,3.12827291188333,2.19020210657099,0.148538583720358,0.235134782226069,0.345240415258604,"No",NA
"DUS4L",-0.122568397183022,2.85479134781109,2.18549791697019,0.148949421985716,0.235764774580792,0.122568397183022,"No",NA
"LOC105376224",-0.339366795944524,2.45512187570152,2.17988486110072,0.148990079576706,0.235808767805267,0.339366795944524,"No",NA
"ZNF860",-0.373117550871144,2.05989740256929,2.1640616230952,0.14905007808056,0.235881708235306,0.373117550871144,"No",NA
"GARNL3",-0.204825137907542,3.19312969203183,2.18433403956206,0.14906190105274,0.235881708235306,0.204825137907542,"No",NA
"MTUS1",-0.250786917494087,5.6665632651211,2.18106880039935,0.149107623708483,0.235933694449737,0.250786917494087,"No",NA
"GNPTG",0.141980066885689,6.39198238718679,2.18069737354885,0.149136855196202,0.235959579889658,-0.141980066885689,"No",NA
"NHERF4",0.474443495349345,6.4757357154613,2.17967909601418,0.149228862200769,0.236084773712117,-0.474443495349345,"No",NA
"SCRN1",-0.389020551788138,5.93010650094011,2.17793412408114,0.149389075219946,0.236317061387659,0.389020551788138,"No",NA
"ASMTL",0.162807721465229,5.16260902634002,2.17789569755946,0.149401474246991,0.236317061387659,-0.162807721465229,"No",NA
"LOC107985403",-0.21720649280681,2.9409277292228,2.17829498014823,0.14961463575516,0.236633812599469,0.21720649280681,"No",NA
"TCF12-DT",-0.167537736997394,2.30092236179093,2.16837713391044,0.149685160864373,0.236724931740559,0.167537736997394,"No",NA
"MSRA",0.431710890238743,7.0195376200056,2.17413174417189,0.149730373901199,0.236776007935031,-0.431710890238743,"No",NA
"RUVBL1",-0.101611978724227,5.33085115058801,2.17370145440245,0.149778608552359,0.236831853133208,0.101611978724227,"No",NA
"COG1",-0.121651184637461,5.15044069531062,2.17299506289368,0.149846103375344,0.236918140501417,0.121651184637461,"No",NA
"GLTP",0.259277304303948,5.74443301779691,2.17261248478414,0.149873051034115,0.236940310349837,-0.259277304303948,"No",NA
"DOK7",-0.525139889754092,2.31533331304822,2.16445678131704,0.149953000673162,0.237025492874261,0.525139889754092,"No",NA
"NSDHL",0.117552998253992,4.21578622273194,2.17233849150307,0.149954845530646,0.237025492874261,-0.117552998253992,"No",NA
"ING4",-0.117026150816752,4.99133153342128,2.17172067847832,0.149965722893224,0.237025492874261,0.117026150816752,"No",NA
"LOC105377609",0.380190985108994,1.86218800641443,2.14185639916009,0.149988854195231,0.237041614471314,-0.380190985108994,"No",NA
"SYNJ2BP",-0.233478382293782,6.2354955613274,2.17073311485239,0.150040569437338,0.237102903306539,0.233478382293782,"No",NA
"DNM1",-0.275681948932755,4.99858389019825,2.17066333314583,0.150062213130559,0.237116664847538,0.275681948932755,"No",NA
"GYPA",0.392318483391038,2.18292947414094,2.15828559859106,0.150126531866139,0.23718564146381,-0.392318483391038,"No",NA
"ZNF252P-AS1",-0.195673009520765,1.84207446515312,2.1395120711897,0.150139551909798,0.23718564146381,0.195673009520765,"No",NA
"UPF1",-0.150622960536667,6.85021201492869,2.16957601405269,0.150144682971254,0.23718564146381,0.150622960536667,"No",NA
"PEX2",-0.142147995769834,5.20421987094836,2.16649747527379,0.150436681236723,0.237626437203823,0.142147995769834,"No",NA
"B3GNT4",0.249198204771027,4.34440235144991,2.16671031316004,0.150456031180851,0.237636524864396,-0.249198204771027,"No",NA
"CFAP90",0.255689416207904,2.40227882120619,2.16131208273604,0.150588778270087,0.237825699532089,-0.255689416207904,"No",NA
"PNISR-AS1",-0.336693825218367,2.12696273913784,2.1494124847246,0.150727674761818,0.238024552555039,0.336693825218367,"No",NA
"KIFC3",0.269649724438321,7.35672959921242,2.162909439485,0.150752799701689,0.238043722226864,-0.269649724438321,"No",NA
"SLC45A4",-0.263934089408165,5.30012350276198,2.1619390346276,0.150851884729434,0.238179663994423,0.263934089408165,"No",NA
"GMCL1",-0.219023132646053,4.64575419946427,2.16153509585668,0.150908933451803,0.238249217044614,0.219023132646053,"No",NA
"ALPL",0.402922404007255,6.7449949160357,2.16068785706882,0.15095694305749,0.238304488734658,-0.402922404007255,"No",NA
"RNA28SN1",0.294972966994362,7.01776625155108,2.16048199029549,0.150975410044401,0.238313118188574,-0.294972966994362,"No",NA
"SERPINE3",-0.206994357193969,2.56449175519089,2.16025081000777,0.150998771845433,0.23832947190448,0.206994357193969,"No",NA
"TADA2B",-0.133978258182733,5.18289226970045,2.15994477558051,0.151036525003156,0.238368535500031,0.133978258182733,"No",NA
"BCAS4",0.191516349275508,2.36800228472772,2.15550233729882,0.151051056938004,0.238370947376941,-0.191516349275508,"No",NA
"ABCC11",-0.320349060835476,1.63233457622922,2.11403400555918,0.151068638926358,0.238378171658696,0.320349060835476,"No",NA
"MASP2",-0.296986037504143,2.83818226599637,2.16178681425442,0.151082139391184,0.238378954826974,0.296986037504143,"No",NA
"GLRX2",-0.190868773503744,2.65246634536753,2.15973166430422,0.151155252512192,0.238473787227901,0.190868773503744,"No",NA
"SCNN1B",0.390878028918513,5.51570697319528,2.15680184104089,0.151320352650095,0.238713716388028,-0.390878028918513,"No",NA
"LOC112268419",-0.145863039206318,2.14170719782583,2.14409615122481,0.151342858766705,0.238728676022069,0.145863039206318,"No",NA
"TVP23C-CDRT4",-0.220768098712343,3.43315616086803,2.15762569074872,0.15144091931472,0.238834860597245,0.220768098712343,"No",NA
"STK40",-0.104756578514756,5.80950220624517,2.15539458391568,0.151446680398298,0.238834860597245,0.104756578514756,"No",NA
"DMAC2",0.111484531670369,5.44176285986872,2.15540435926205,0.151449261883278,0.238834860597245,-0.111484531670369,"No",NA
"ANKRD17",-0.229070180129894,6.40946476859604,2.1549679575681,0.151483013581664,0.238867537373375,0.229070180129894,"No",NA
"PDCD6P1",-0.231905216912779,3.11297198314774,2.15710036455397,0.151549341045062,0.238951571537677,0.231905216912779,"No",NA
"LYRM7",-0.199664926704642,4.56839821034469,2.1543977614463,0.151568454782066,0.238961154606524,0.199664926704642,"No",NA
"BCL2L2",-0.122226840177274,6.12349961292453,2.15345158225958,0.151623338867838,0.239027126314614,0.122226840177274,"No",NA
"FOXI1",0.438674772537534,4.79222026303174,2.15235801701491,0.151746990621798,0.239181509328945,-0.438674772537534,"No",NA
"PFN2",-0.116222179771067,6.74551738116703,2.15198988647012,0.151756543337028,0.239181509328945,0.116222179771067,"No",NA
"LINC01341",-0.362582347261478,1.7915708711801,2.11809515092251,0.151760413234682,0.239181509328945,0.362582347261478,"No",NA
"AFM",0.607219887554723,6.14871792636024,2.15070032714545,0.151877308589547,0.239326015950471,-0.607219887554723,"No",NA
"SNAP47",0.12781405507174,5.05203057320713,2.15074089184263,0.151886088289466,0.239326015950471,-0.12781405507174,"No",NA
"JDP2",-0.14167843862209,4.41617801752906,2.15095242588746,0.151895852707806,0.239326015950471,0.14167843862209,"No",NA
"ALG1L1P",0.25032898959904,1.55060107565631,2.0996959429276,0.15190432576421,0.239326015950471,-0.25032898959904,"No",NA
"SBK1",-0.395009669028892,2.67909652474975,2.15112747507714,0.151936921022926,0.239349788960956,0.395009669028892,"No",NA
"PPP1CB-DT",-0.297961876906137,2.03990095976786,2.13206324173994,0.151945529111268,0.239349788960956,0.297961876906137,"No",NA
"C8orf33",-0.127380363450176,5.19858548747478,2.14894807262806,0.152048514057041,0.239491434196565,0.127380363450176,"No",NA
"SBNO1-AS1",0.260360538037058,2.14375960083541,2.1353208871453,0.152143849813719,0.239621007898899,-0.260360538037058,"No",NA
"TSPAN31",-0.101062190737812,5.75544162653247,2.1473884434728,0.152185707015364,0.239648424600228,0.101062190737812,"No",NA
"LOC105369787",0.695095985734353,1.95905480589626,2.12225984774252,0.152190841832192,0.239648424600228,-0.695095985734353,"No",NA
"HYPK",0.147851020927181,3.84072744784119,2.14841675388973,0.152200477835134,0.239648424600228,-0.147851020927181,"No",NA
"ZKSCAN2",-0.203706777747532,2.92072113387996,2.14969969861785,0.152226072421171,0.239668138242076,0.203706777747532,"No",NA
"ITFG2",-0.165704994759239,5.06698069065602,2.14682513974168,0.152247733150933,0.239681655478337,0.165704994759239,"No",NA
"ACTG1P25",0.381262810896346,3.11081443657393,2.14919318043003,0.152270517871908,0.239696939726057,-0.381262810896346,"No",NA
"UBE3B",-0.154168946550805,5.75447902109181,2.14601036909615,0.152313307117572,0.239743708807506,0.154168946550805,"No",NA
"LOC105374942",0.416930494107134,1.59072443125954,2.09721492953797,0.152378956014566,0.239826448244442,-0.416930494107134,"No",NA
"MIR6717",0.339581400922503,2.57274467113053,2.14488013259219,0.152402540933103,0.239842975433097,-0.339581400922503,"No",NA
"ULK2",-0.209198214915542,4.7254325827238,2.14472815808992,0.152453704136453,0.239902897289495,0.209198214915542,"No",NA
"IPW",-0.237811792630279,5.04226659147645,2.14369689568446,0.152538463609339,0.240015671795948,0.237811792630279,"No",NA
"LOC105371024",-0.268545128653062,2.57272064234818,2.14331154067079,0.152561936051936,0.240032001525023,0.268545128653062,"No",NA
"C15orf62",-0.248333594689102,2.80882397043805,2.14509810560285,0.15261174240482,0.240089757125193,0.248333594689102,"No",NA
"EXOSC7",0.160616636787846,4.61937553902648,2.14256895506537,0.152658926439121,0.240143377718659,-0.160616636787846,"No",NA
"ANKMY2",-0.18370947978216,4.49634029503131,2.14236895148284,0.152684819444955,0.240155616830887,0.18370947978216,"No",NA
"GTF3C2-AS1",-0.224711978210423,2.54873475075304,2.14161103545527,0.152692908960994,0.240155616830887,0.224711978210423,"No",NA
"ZFX",-0.282870416664984,4.93251336480094,2.14144229328304,0.152751097356051,0.24021745604704,0.282870416664984,"No",NA
"GEM",-0.393750906242184,3.71210284385478,2.14270966575761,0.152758435717656,0.24021745604704,0.393750906242184,"No",NA
"UBQLN4",-0.169827816696965,5.41214382992265,2.14067336744076,0.152812051193281,0.24028115546612,0.169827816696965,"No",NA
"LOC105372485",0.191084643742436,1.6779448353387,2.0985269124377,0.152907310789356,0.240410319416732,-0.191084643742436,"No",NA
"MRPL52",0.159376351199894,4.77040341690227,2.13897457585217,0.152985918681657,0.240513282620365,-0.159376351199894,"No",NA
"LTK",0.335964480118173,2.65033635340745,2.13833079403437,0.153107824067722,0.240684291483184,-0.335964480118173,"No",NA
"SHISA2",-0.240048927024799,2.08024745535568,2.12184732269086,0.153124260876554,0.24068948946391,0.240048927024799,"No",NA
"LOC102723493",0.416582518068128,3.46419218832917,2.13902753516222,0.153153579160008,0.240700497389605,-0.416582518068128,"No",NA
"CDH16",0.238077165311578,9.6950674734291,2.13686572740266,0.153157525587931,0.240700497389605,-0.238077165311578,"No",NA
"C17orf100",-0.185679206610969,2.13251759171903,2.12266516478178,0.153299311188858,0.240902672387738,0.185679206610969,"No",NA
"LINC02303",0.696022500252453,3.07170120695613,2.13680352217122,0.153385301227763,0.241017140134247,-0.696022500252453,"No",NA
"DLG5",-0.280378822972002,5.13467618542896,2.13411444058063,0.153428339055475,0.241064102445009,0.280378822972002,"No",NA
"RELA-DT",0.172799824212135,2.31934846629076,2.12680559614358,0.153588844627832,0.241295604291463,-0.172799824212135,"No",NA
"SMG6",-0.253480664036512,5.20738013791796,2.1309185805153,0.153725638123624,0.241489816817563,0.253480664036512,"No",NA
"MFSD9",-0.155713733905993,4.20147788769062,2.13110592182145,0.153759869529039,0.241522893602126,0.155713733905993,"No",NA
"RBP4",0.694467607243967,7.66639963284061,2.13008927040253,0.153791387743004,0.241538656140065,-0.694467607243967,"No",NA
"DIRAS2",-0.35515808517781,1.7696037248986,2.0952697006649,0.153796257403679,0.241538656140065,0.35515808517781,"No",NA
"LINC01606",-0.406565239869284,4.10288548589785,2.1299900168324,0.153879756514435,0.241649089065888,0.406565239869284,"No",NA
"SPDYE2B",-0.452696373556371,3.39639136806243,2.13099278570017,0.153919660684475,0.241691048484419,0.452696373556371,"No",NA
"LINC00899",-0.272004046746014,2.52129485890971,2.12482439062973,0.154208980606853,0.242124610150254,0.272004046746014,"No",NA
"PAXIP1-AS2",-0.282786832116396,3.04640621764202,2.1281437311768,0.154238510503295,0.242150234329899,0.282786832116396,"No",NA
"ZFAND2A",-0.175685346525402,3.59773955840933,2.1268291039087,0.15426184192083,0.242166123512095,0.175685346525402,"No",NA
"WDR12",-0.122961552342035,5.09797528595192,2.12483848510607,0.154298151923952,0.242202382507104,0.122961552342035,"No",NA
"SLC12A3",0.700587970808061,8.32089137098726,2.12419645069906,0.154344243503647,0.242253988155266,-0.700587970808061,"No",NA
"GLDC",0.320860923942121,7.15400860438558,2.12295713918333,0.154461307866608,0.242416972132089,-0.320860923942121,"No",NA
"HID1",-0.222235829364391,4.39085840536376,2.12283987646548,0.154519045007058,0.242468011854595,0.222235829364391,"No",NA
"NCOA6",-0.234207466868013,5.45602062540272,2.1224141233777,0.154520283371632,0.242468011854595,0.234207466868013,"No",NA
"LOC112694756",0.192109435688438,8.16790236854533,2.12184780157665,0.154565165630772,0.242517679635169,-0.192109435688438,"No",NA
"PCDHA2",-0.280685382586366,1.65152920088678,2.07865875930141,0.15461882039905,0.242581102082762,0.280685382586366,"No",NA
"ENAM",-0.317370066575626,3.51962604772556,2.12299959520791,0.15464147557311,0.242595882647041,0.317370066575626,"No",NA
"COPZ1",-0.0841536229645073,6.51902333200941,2.12017048391421,0.154724720549824,0.242705703611058,0.0841536229645073,"No",NA
"LOC107987254",-0.535636809141854,1.76272080255715,2.08363019341667,0.15478082545087,0.242745950159033,0.535636809141854,"No",NA
"CTNS",-0.10567794266835,5.2225558936272,2.11966888953066,0.154782595001039,0.242745950159033,0.10567794266835,"No",NA
"SIPA1L2",-0.218489393057536,3.74530450995242,2.12088553909099,0.154790104817465,0.242745950159033,0.218489393057536,"No",NA
"NSMF",0.151955201274077,6.47550238662326,2.1189250256062,0.154842309578888,0.242807046782771,-0.151955201274077,"No",NA
"BMPR1A",-0.309804279437275,4.65699570240064,2.11706949712301,0.1550471225494,0.243107416256356,0.309804279437275,"No",NA
"LINC00847",-0.175005852078817,3.98583575655024,2.11705411161988,0.155109491494134,0.243175573387755,0.175005852078817,"No",NA
"EPB41L1",-0.151421923412497,7.01268705803647,2.11600999830283,0.155117122885987,0.243175573387755,0.151421923412497,"No",NA
"CRIM1-DT",0.166048132849369,2.26445936903674,2.10810200091832,0.1551886352545,0.243266878129831,-0.166048132849369,"No",NA
"ILF2",-0.103246010254916,6.6684912293905,2.11433524871022,0.155276349215864,0.243383561990253,0.103246010254916,"No",NA
"ENDOV",0.10083166113728,4.46062098981663,2.11307404630331,0.155435774246297,0.243612617793166,-0.10083166113728,"No",NA
"C14orf132",-0.659257323683001,4.30477981701439,2.11311192139151,0.155454072783462,0.243620467486847,0.659257323683001,"No",NA
