"","logFC","logCPM","F","PValue","FDR","neglogFC","DE","top30"
"RERGL",0.424999384361014,3.36880149524829,2.11381023850573,0.155542064656389,0.243737526689714,-0.424999384361014,"No",NA
"UAP1",-0.1320675590455,4.44924092830838,2.11144346158679,0.155591512445824,0.243794171693683,0.1320675590455,"No",NA
"CDK9",-0.135283667362867,5.68668199748275,2.11089624599219,0.155607249239416,0.243797990239977,0.135283667362867,"No",NA
"GORASP1",-0.165606813337602,5.79241183876459,2.11042499908457,0.155651193340889,0.243845998216549,0.165606813337602,"No",NA
"FBXO42",-0.200613986616619,4.66280087168423,2.11007045154039,0.155709598079142,0.243916650349407,0.200613986616619,"No",NA
"DACH2",-0.734195639887333,1.8679599358807,2.07919345460806,0.155732502910549,0.243931685110935,0.734195639887333,"No",NA
"AGXT2",0.543176371494727,8.10692798300317,2.1092075245828,0.155761992173777,0.243939339969407,-0.543176371494727,"No",NA
"B3GNT3",-0.632578140127235,3.02950703606661,2.11161674804326,0.155764004928367,0.243939339969407,0.632578140127235,"No",NA
"GSTM3",0.400825575130692,6.80446336695649,2.10653823492759,0.156016832928404,0.244307556073346,-0.400825575130692,"No",NA
"PGRMC2",-0.105975555528109,6.67681669821187,2.10644783990461,0.156025779223756,0.244307556073346,0.105975555528109,"No",NA
"HRNR",-0.488897410176974,1.46855379974962,2.04997222414738,0.156260486411972,0.244654166076005,0.488897410176974,"No",NA
"WNK1",-0.203175479445526,7.65414217288654,2.1034802141206,0.1563080945313,0.244689631445136,0.203175479445526,"No",NA
"CFAP221",-0.355626404098731,4.27138872986912,2.1040772174592,0.156309834936585,0.244689631445136,0.355626404098731,"No",NA
"PRORSD1P",-0.243673500180151,1.98408234901146,2.08313050114658,0.156336125136313,0.24470440025595,0.243673500180151,"No",NA
"TBC1D3K",-0.275737299220589,2.46554018372931,2.10120846080918,0.156345967803049,0.24470440025595,0.275737299220589,"No",NA
"TUT1",0.120212972629982,5.04844175381082,2.10271106550077,0.15639664099582,0.24476281278019,-0.120212972629982,"No",NA
"LRMDA",0.271822097876393,3.30446547919432,2.10475740743351,0.156417439686003,0.244774465330726,-0.271822097876393,"No",NA
"CHST13",-0.396520684595467,2.81157857929979,2.10377969918944,0.156479123514676,0.244850090750963,0.396520684595467,"No",NA
"DGCR6",0.201016467345183,2.95154104701929,2.10377619613678,0.156543002078755,0.244929137171872,-0.201016467345183,"No",NA
"OGDHL",0.320392468466474,8.94707307763062,2.10052020577822,0.156590477153182,0.244980131053773,-0.320392468466474,"No",NA
"CTAGE9",-0.348279873262516,2.05213734839023,2.08362101057664,0.156602322605865,0.244980131053773,0.348279873262516,"No",NA
"DDX19A-DT",0.165926494043948,2.18964161386529,2.0903948047771,0.156617920865877,0.244983625513474,-0.165926494043948,"No",NA
"ESPNL",0.356022259536074,1.46969303670273,2.04620702438113,0.156652413879893,0.245016672255317,-0.356022259536074,"No",NA
"NEDD8-MDP1",0.132898925328019,4.92272320565262,2.09947278554755,0.156709927613096,0.245085716498223,-0.132898925328019,"No",NA
"POLR1HASP",-0.220158933435172,2.90607337703847,2.1015625583782,0.156745342107991,0.245120189914825,0.220158933435172,"No",NA
"PARGP1-AGAP4",-0.17092502173575,3.54622080074602,2.10044885414185,0.156774069193265,0.245144200493196,0.17092502173575,"No",NA
"UBE2Q2P1",-0.461293828901524,2.19453233404283,2.0874716580992,0.156804213078598,0.245170422206054,0.461293828901524,"No",NA
"RTN4",-0.103951887099627,8.23420745856787,2.09764582974041,0.156865852271299,0.245245879572298,0.103951887099627,"No",NA
"ITGA11",-0.59872755123641,4.58723203189359,2.09709923832675,0.156956830079135,0.245348399524313,0.59872755123641,"No",NA
"PSMD14",-0.123684237966824,5.22636238051866,2.0968069161065,0.15695819547333,0.245348399524313,0.123684237966824,"No",NA
"TALDO1",0.167998406078173,6.60831795011688,2.09621264300291,0.157004710214788,0.245386134455211,-0.167998406078173,"No",NA
"LOC105370165",-0.272176995256856,1.5807659744714,2.04948756248424,0.157009108669749,0.245386134455211,0.272176995256856,"No",NA
"MACROH2A2",-0.192015586189256,4.00401714354327,2.09556405416214,0.157154835506803,0.245592948821416,0.192015586189256,"No",NA
"TEX52",-0.329027238969173,1.90437543860501,2.06856112079728,0.157266775385138,0.245743388867336,0.329027238969173,"No",NA
"CAMK1",-0.0930561508079255,4.87297945697839,2.09357116770084,0.157277913817664,0.245743388867336,0.0930561508079255,"No",NA
"RNF126",-0.121784669281995,4.25885611658338,2.09316926756687,0.157353855099126,0.24584109075446,0.121784669281995,"No",NA
"SMIM3",-0.439951384070423,4.31544310706733,2.09150988804697,0.157512178276881,0.246067474006605,0.439951384070423,"No",NA
"CFAP20DC",-0.300377601704138,1.52288776864942,2.0392524640989,0.157651277220349,0.246263788898698,0.300377601704138,"No",NA
"GUSB",-0.116312956793657,5.97645026191238,2.08923167780407,0.157678825099565,0.246285833580448,0.116312956793657,"No",NA
"TRMT10A",-0.177595790003088,3.07899509331876,2.09141728392321,0.157732106461852,0.246348065395945,0.177595790003088,"No",NA
"SPATA1",-0.179824714938871,2.37612240475306,2.0842360287364,0.15779950163055,0.246428461275502,0.179824714938871,"No",NA
"CSTPP1",0.110502127472175,4.82666882494939,2.08806175268684,0.157810468982222,0.246428461275502,-0.110502127472175,"No",NA
"MLYCD",0.134075804751609,4.9333850710224,2.0867148117344,0.157937040376922,0.246605101120047,-0.134075804751609,"No",NA
"NCDN",-0.176202725716585,4.79147078865394,2.0859228015564,0.158018767063194,0.246711695684815,0.176202725716585,"No",NA
"VGLL4",-0.213920282963781,5.5538967218791,2.08546479291694,0.158046407903345,0.246714820683978,0.213920282963781,"No",NA
"ICA1L",-0.387492887680615,3.24131046115847,2.08788459645351,0.158047686394193,0.246714820683978,0.387492887680615,"No",NA
"HMGN5",-0.193115878135813,3.93643210161554,2.08590586899444,0.158095850054699,0.246768990748697,0.193115878135813,"No",NA
"EIF4EBP1",0.190428888273207,3.44004766356428,2.08673300195918,0.158117733321488,0.246771586695281,-0.190428888273207,"No",NA
"METTL7B",0.459100239685858,5.67403041847726,2.08459531756574,0.158129734895539,0.246771586695281,-0.459100239685858,"No",NA
"OLFML3",-0.278971050106454,5.49994085001451,2.08451688469363,0.158138832024836,0.246771586695281,0.278971050106454,"No",NA
"INTS1",-0.170097904069337,6.62364201921548,2.08431889605783,0.158151361109387,0.246771586695281,0.170097904069337,"No",NA
"LETR1",-0.376733873947959,1.67144371005014,2.04231175551331,0.15831721699151,0.24700935438517,0.376733873947959,"No",NA
"LOC100130691",0.515772245644976,5.71030272950234,2.08246695951396,0.158335718166301,0.247017195719699,-0.515772245644976,"No",NA
"ABCB1",-0.1806261905707,6.81677432210475,2.08176095901576,0.158399175046212,0.247095164477245,0.1806261905707,"No",NA
"OXR1",-0.32498956093362,5.42863768908379,2.08114081832755,0.158467108976726,0.247180103357077,0.32498956093362,"No",NA
"MORC2-AS1",-0.122849117464356,2.04829327942069,2.06373005613881,0.158597066783613,0.247361765609667,0.122849117464356,"No",NA
"MSH5",-0.132190590996539,3.75027426295537,2.08047071441141,0.158655015476129,0.247412226302666,0.132190590996539,"No",NA
"NR2F2-AS1",-0.392442509495624,2.66250456358378,2.07997787536737,0.15865641373563,0.247412226302666,0.392442509495624,"No",NA
"LINC01020",0.367917860699259,3.19752738831253,2.08145850839142,0.158675321892779,0.247420663968742,-0.367917860699259,"No",NA
"MAP2",-0.39076803507143,3.46805808046751,2.08078349218988,0.158689585416456,0.247421680529213,0.39076803507143,"No",NA
"SPRYD3",-0.113074062022902,5.74447100647073,2.0786762251667,0.158702968723064,0.247421680529213,0.113074062022902,"No",NA
"L2HGDH",0.170692874513393,5.28325446009782,2.07812256853695,0.158762194034038,0.247483209727797,-0.170692874513393,"No",NA
"DYNC2H1",-0.197726789363156,4.52550762112246,2.07824911525664,0.158776376191722,0.247483209727797,0.197726789363156,"No",NA
"RGN",0.253257539948715,6.00410634938245,2.07783448795541,0.158782937625259,0.247483209727797,-0.253257539948715,"No",NA
"MT1G",0.748395362320341,8.73665753755162,2.07696646207709,0.158863797763886,0.24758818881226,-0.748395362320341,"No",NA
"XXYLT1",-0.321208825926261,3.71842236027387,2.07736415817405,0.15896613392523,0.247726617443117,0.321208825926261,"No",NA
"LINC01320",-0.444785199406366,3.92766467646771,2.07684197398356,0.15898162407845,0.247729696615272,0.444785199406366,"No",NA
"TMEM199",-0.100143032409607,4.64260525604211,2.07501401428174,0.159084469813704,0.247868883651084,0.100143032409607,"No",NA
"RBM6",-0.213940383485969,7.01026214118118,2.07448538961218,0.159106510852968,0.247882156250702,0.213940383485969,"No",NA
"HERPUD2-AS1",-0.219156113394256,3.77099058066526,2.07519925937339,0.159164731333549,0.247929676615162,0.219156113394256,"No",NA
"SLC4A9",0.444169462924549,5.92565115904426,2.07390976889729,0.159165919539337,0.247929676615162,-0.444169462924549,"No",NA
"DPY19L2P2",-0.345238009809235,2.36753232341779,2.06940886918325,0.159177587915762,0.247929676615162,0.345238009809235,"No",NA
"SEPSECS",-0.14036994222492,5.05071235494611,2.07363684359846,0.159203905403586,0.247949599826095,0.14036994222492,"No",NA
"PPARA",0.141448565695967,6.81607585700987,2.07326584291722,0.159225776660713,0.247962595528632,-0.141448565695967,"No",NA
"CFAP92",0.13228411195797,3.73897692200363,2.07392448035983,0.159294121978686,0.24804795701591,-0.13228411195797,"No",NA
"NDE1",-0.341612828074179,4.23962602363626,2.07235383920746,0.159375727761446,0.248153951040098,0.341612828074179,"No",NA
"APOOL",-0.202872988678274,5.10773519727097,2.06997860894354,0.15956013129603,0.248419973397956,0.202872988678274,"No",NA
"IGFBP7-AS1",-0.223065869756235,6.7254027969587,2.06937903951509,0.15960571965595,0.248469846880104,0.223065869756235,"No",NA
"LOC105369313",-0.410582184566819,1.49643378429665,2.01661763266571,0.159775295503043,0.248712715851417,0.410582184566819,"No",NA
"CCDC158",-0.209925094393192,1.65588799237559,2.02711192691082,0.159789256991458,0.248713328514089,0.209925094393192,"No",NA
"PEF1-AS1",-0.218598400780915,1.72313671477945,2.03091681522854,0.159871089146942,0.248819573370062,0.218598400780915,"No",NA
"OSR1",-0.288486390458549,2.12214386559295,2.05331372519413,0.15992676639157,0.248885096758967,0.288486390458549,"No",NA
"LOC105376526",0.309803264975891,2.7309747169072,2.06650810251447,0.160049165920528,0.249054436374295,-0.309803264975891,"No",NA
"GUK1",0.156216400923413,6.78975552746975,2.06380319083144,0.160152557426971,0.249194171139446,-0.156216400923413,"No",NA
"EFNA3",-0.269281892454342,1.5802538224817,2.01522980576371,0.160463848930322,0.249657342958898,0.269281892454342,"No",NA
"MYO5B",-0.142817119015365,5.87430606565338,2.06019609050838,0.160510815408893,0.24970922152766,0.142817119015365,"No",NA
"KIAA0754",-0.584629875716654,1.6591656731049,2.01710882125691,0.160687764272087,0.249963289788834,0.584629875716654,"No",NA
"TMEM259",-0.13064713758777,7.03859134347747,2.05787917141785,0.16073540987276,0.250016189934456,0.13064713758777,"No",NA
"ATP13A1",-0.142597201197132,5.93544415951176,2.05775928061728,0.160750407948914,0.250018303759675,0.142597201197132,"No",NA
"SCGB2B2",0.28731891735312,1.48146489414525,2.00603042321424,0.160791569906214,0.250061106978095,-0.28731891735312,"No",NA
"ID2",-0.139287163566871,6.26846173337285,2.05652531805846,0.160871093333773,0.250163557168424,0.139287163566871,"No",NA
"RPS12",-0.16596483727111,8.20055578099982,2.05529750281222,0.160989800944426,0.250326918408031,0.16596483727111,"No",NA
"GSDME",0.252914858221807,3.99257972178935,2.05466682669901,0.161143311365483,0.250533285025038,-0.252914858221807,"No",NA
"MEGF9",-0.232492151407812,5.21706327509506,2.05380295202154,0.161149853457543,0.250533285025038,0.232492151407812,"No",NA
"FAM239B",0.59137988555409,2.81008561785625,2.05499484861923,0.161173363719379,0.250539736826587,-0.59137988555409,"No",NA
"CLTCL1",-0.199451726573321,2.88116597262708,2.05587797812788,0.161181338519227,0.250539736826587,0.199451726573321,"No",NA
"CHMP6",0.129681803432503,4.28901844590997,2.05351767082584,0.161220921439579,0.250580016186952,-0.129681803432503,"No",NA
"MED27",-0.142394191905761,3.62342375071122,2.05415110449176,0.161261576878007,0.250621955553264,0.142394191905761,"No",NA
"ARL17A",-0.291977556778333,3.99718236537884,2.05137543022493,0.161469514142647,0.250912066992662,0.291977556778333,"No",NA
"CBX5",-0.316351055746934,6.41583937069772,2.05041440310872,0.161475623496396,0.250912066992662,0.316351055746934,"No",NA
"GPR143",-0.242492791749799,2.89133940134547,2.05155126625066,0.161609149172337,0.251098263559765,0.242492791749799,"No",NA
"LDB2",-0.308005596248254,4.95187897870563,2.04852199554012,0.161680357434535,0.25117098521731,0.308005596248254,"No",NA
"MIIP",-0.179296213481252,4.00891701660144,2.04918792775762,0.16168335745809,0.25117098521731,0.179296213481252,"No",NA
"DAAM2-AS1",-0.336345735514954,1.98057881878206,2.02627212618081,0.16191504215385,0.251509587130093,0.336345735514954,"No",NA
"MYOM2",0.297417658305041,4.7354602181696,2.04560764276699,0.161978234476034,0.251586427400455,-0.297417658305041,"No",NA
"GPHA2",0.324119533123801,1.63219511266439,2.00363486098564,0.162003312735,0.251604060471514,-0.324119533123801,"No",NA
"CERS4",0.256017891434087,5.60966404369846,2.04474323509694,0.162044249986404,0.251627128380046,-0.256017891434087,"No",NA
"TSC22D1-AS1",-0.293576481937025,2.32374494244617,2.03938714274786,0.162045619471193,0.251627128380046,0.293576481937025,"No",NA
"RASGEF1A",-0.409752612083905,2.31591224977568,2.03750835324679,0.162167327480243,0.251794789093709,0.409752612083905,"No",NA
"TMEM164",-0.285283869435631,5.03738162526318,2.04344202271577,0.162183604062244,0.251798733468705,0.285283869435631,"No",NA
"VPS51",0.117292100568087,6.30429348159074,2.04248658667715,0.16226519075075,0.251904066027439,-0.117292100568087,"No",NA
"ADAMTS16-DT",0.264108518573813,3.10580766203484,2.04401799408134,0.162371276123841,0.252047409825229,-0.264108518573813,"No",NA
"FARSA",0.0994553179571692,5.29264219125947,2.04131771432869,0.162389900598801,0.252054976111484,-0.0994553179571692,"No",NA
"CCDC86",-0.116428321726417,3.93698976837792,2.04076523650238,0.16253271180196,0.252255282367431,0.116428321726417,"No",NA
"DACT1",-0.29374736870464,3.67545257145952,2.04050823013538,0.162609141204424,0.252352537031687,0.29374736870464,"No",NA
"MAIP1",0.196946358024302,4.74211343927733,2.03855998410739,0.162681042388491,0.252442748499401,-0.196946358024302,"No",NA
"UTRN",-0.460187162713254,6.40683422310416,2.03812845192757,0.162700384137173,0.252451391706324,0.460187162713254,"No",NA
"LOC105374152",-0.46064619929215,1.51674045543895,1.98913733278989,0.162720799528211,0.252461699208771,0.46064619929215,"No",NA
"SRI",-0.157733268722564,5.57318414578024,2.03725987601686,0.162792290923469,0.252551242799433,0.157733268722564,"No",NA
"LOC105371119",0.409060509729372,2.76110418288821,2.03844952618335,0.162832019862049,0.252591500050032,-0.409060509729372,"No",NA
"EIF3B",-0.0913980635890294,6.59135620316711,2.03659057561279,0.162853703737502,0.252603760637346,0.0913980635890294,"No",NA
"LINC00312",-0.241511524802054,1.59417484167666,1.99162016685111,0.162997890614674,0.252806018517437,0.241511524802054,"No",NA
"RBP5",0.464357214032444,8.47307307841408,2.03387453599782,0.163124886235469,0.252980822418235,-0.464357214032444,"No",NA
"SERTAD4",-0.513552738571391,2.96201523057944,2.03607558692453,0.163138197687303,0.252980822418235,0.513552738571391,"No",NA
"SERTAD1",-0.168941777107657,3.6137126108639,2.03475558706876,0.163196939072867,0.253050506694699,0.168941777107657,"No",NA
"HAGLR",-0.200768975011262,4.68332846252728,2.03279403390194,0.163262189156031,0.253130270609761,0.200768975011262,"No",NA
"MFSD5",-0.126008092567759,4.5926788806419,2.03222879247991,0.163323398652847,0.25318656633142,0.126008092567759,"No",NA
"POU2AF3",0.297002721078276,3.4352884137895,2.03388063656605,0.163326122244779,0.25318656633142,-0.297002721078276,"No",NA
"ALPK2",-0.397900682808096,5.27411559943682,2.030425180208,0.163483413230126,0.253374944801198,0.397900682808096,"No",NA
"FAHD2A",0.116468250275274,4.78971011599753,2.03053371395842,0.163484565110831,0.253374944801198,-0.116468250275274,"No",NA
"MTIF2",-0.0954875507596913,5.54869634790558,2.03032507171089,0.163489108456089,0.253374944801198,0.0954875507596913,"No",NA
"LOC107985921",-0.336208655017337,2.00832723429143,2.01158983628898,0.163557457318342,0.253459442903249,0.336208655017337,"No",NA
"HDAC6",0.150729285229152,7.593187791939,2.02921032138799,0.163594750329472,0.253495804589142,-0.150729285229152,"No",NA
"TRIM68",-0.223320124632514,4.26200051613424,2.02901076523794,0.163672519219258,0.253594873620844,0.223320124632514,"No",NA
"STRN",-0.361680317347462,5.086805835946,2.02818360455287,0.163713122666709,0.253636346484402,0.361680317347462,"No",NA
"SLC1A2",-0.541603053568737,1.49980873533617,1.9775228275581,0.163834015242878,0.253802191618118,0.541603053568737,"No",NA
"ALX3",-0.15298663815821,2.87261307007322,2.02834486777747,0.1639302518572,0.253929816359163,0.15298663815821,"No",NA
"SMPDL3B",-0.237156726528308,3.27194236123881,2.02617845044502,0.164137970564607,0.254230091966186,0.237156726528308,"No",NA
"TEAD3",-0.208631274884111,4.64169645434629,2.02376557707074,0.164174837098845,0.254265709602816,0.208631274884111,"No",NA
"FAM86C1P",0.112928604135024,3.05188265390461,2.02538084621573,0.1642498387419,0.254329831907221,-0.112928604135024,"No",NA
"FKBPL",0.161354276423792,2.61795847406545,2.02345464409226,0.164254109771752,0.254329831907221,-0.161354276423792,"No",NA
